index,CITY,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
264,"PHOENIX,AZ",88,92,100,105,113,122,121,117,118,107,96,88,122
265,"REDDING,CA",80,83,88,96,106,117,118,115,116,105,88,78,118
266,"TUCSON,AZ",87,92,99,104,109,117,114,112,107,102,93,84,117
267,"LAS VEGAS,NV",77,87,92,99,109,117,117,116,113,103,87,77,117
268,"WICHITA FALLS,TX",87,93,100,103,110,117,114,113,111,102,89,88,117
269,"CONCORDIA,KS",78,86,97,100,,109,114,116,112,102,85,82,116
270,"MIDLAND-ODESSA,TX",84,90,97,104,108,116,112,107,107,101,90,85,116
271,"FORT SMITH,AR",81,86,94,96,98,106,111,115,109,96,86,82,115
272,"BAKERSFIELD,CA",82,87,94,101,107,114,115,112,112,103,94,83,115
273,"SACRAMENTO,CA",76,76,88,95,,115,114,110,108,104,87,73,115
274,"STOCKTON,CA",75,78,87,100,,111,115,109,108,101,85,73,115
275,"LEWISTON,ID",66,72,78,97,,111,110,115,103,89,77,66,115
276,"ST. LOUIS,MO",77,85,89,93,98,108,115,107,104,94,85,76,115
277,"MEDFORD,OR",71,79,86,93,103,111,115,114,110,99,80,72,115
278,"ABERDEEN,SD",63,70,86,98,110,112,115,112,107,96,79,69,115
279,"LITTLE ROCK,AR",83,85,91,95,98,107,112,114,106,98,86,81,114
280,"VALENTINE,NE",72,78,87,100,99,110,114,108,105,96,86,74,114
281,"ROSWELL,NM",82,87,93,102,107,114,111,107,104,99,88,84,114
282,"PENDLETON,OR",71,75,80,95,102,109,114,113,104,93,80,68,114
283,"EL PASO,TX",80,83,90,98,105,114,112,108,104,96,87,80,114
284,"LUBBOCK,TX",83,89,95,104,109,114,108,106,104,100,90,82,114
285,"WALLA WALLA,WA",70,73,79,96,100,113,114,114,104,89,81,71,114
286,"FRESNO,CA",78,80,91,100,107,110,113,112,111,102,90,77,113
287,"LOS ANGELES,CA",95,95,98,106,102,112,107,105,113,108,100,92,113
288,"WICHITA,KS",75,87,89,96,,110,113,111,108,97,86,83,113
289,"SPRINGFIELD,MO",76,81,87,93,93,101,113,108,104,93,83,77,113
290,"NORFOLK,NE",74,76,92,95,103,106,113,107,102,98,83,71,113
291,"OKLAHOMA CITY,OK",80,92,93,100,104,105,110,113,108,96,87,86,113
292,"TULSA,OK",80,90,96,102,97,106,112,113,109,98,88,80,113
293,"SPRINGFIELD,IL",73,78,91,90,,104,112,108,102,93,83,74,112
294,"TOPEKA,KS",78,84,89,97,,107,110,112,110,96,85,74,112
295,"NORTH PLATTE,NE",74,79,91,98,99,107,112,108,103,94,83,75,112
296,"BISMARCK,ND",63,69,81,93,96,111,112,107,105,95,79,65,112
297,"HURON,SD",65,71,89,97,106,109,112,110,106,102,86,71,112
298,"AUSTIN,TX",90,99,98,99,102,109,109,112,112,102,91,90,112
299,"DALLAS,TX",88,95,97,100,103,112,111,111,110,100,89,89,112
300,"DEL RIO,TX",90,99,101,106,109,112,110,109,110,106,96,90,112
301,"WACO,TX",90,96,100,101,102,109,109,112,111,101,92,91,112
302,"LONG BEACH,CA",93,91,98,105,104,109,107,105,111,111,101,92,111
303,"SAN DIEGO,CA",88,90,93,98,,101,99,98,111,107,100,88,111
304,"BOISE,ID",63,71,81,92,,110,111,110,102,94,78,65,111
305,"DODGE CITY,KS",80,86,93,100,,111,109,108,107,98,91,86,111
306,"GOODLAND,KS",79,81,90,96,,110,111,108,105,96,87,83,111
307,"COLUMBIA,MO",77,82,85,90,92,107,111,110,101,94,83,76,111
308,"HAVRE,MT",68,74,79,91,98,105,106,111,101,90,78,65,111
309,"GRAND ISLAND,NE",76,80,90,96,102,108,111,110,104,97,84,80,111
310,"RAPID CITY,SD",76,75,84,93,98,109,111,107,104,96,83,75,111
311,"AMARILLO,TX",81,88,94,99,104,111,106,107,103,99,87,81,111
312,"SAN ANGELO,TX",91,97,98,107,110,110,111,111,107,102,93,91,111
313,"SAN ANTONIO,TX",89,100,100,101,104,108,106,110,111,99,94,90,111
314,"VICTORIA,TX",88,95,97,98,101,109,107,109,111,99,93,88,111
315,"BISHOP,CA",77,81,87,93,102,109,110,107,106,97,89,81,110
316,"OMAHA,NE",69,78,91,97,101,105,110,107,103,95,83,69,110
317,"SCOTTSBLUFF,NE",74,77,87,93,103,106,110,105,102,92,83,77,110
318,"WILLISTON,ND",58,66,84,92,106,108,110,108,104,93,76,63,110
319,"SIOUX FALLS,SD",66,70,88,94,104,110,110,109,104,94,81,63,110
320,"ABILENE,TX",88,93,97,104,109,109,110,108,107,103,92,89,110
321,"YAKIMA,WA",68,69,80,92,102,108,109,110,100,91,73,67,110
322,"WINSLOW,AZ",75,83,87,94,103,107,109,104,99,93,82,74,109
323,"PUEBLO,CO",81,81,86,93,,108,109,105,101,94,85,82,109
324,"ATHENS,GA",80,81,89,93,,109,108,107,99,98,86,79,109
325,"SOUTH BEND,IN",68,74,85,91,,106,109,105,99,92,82,70,109
326,"SHREVEPORT,LA",85,89,92,94,,104,107,109,109,98,88,84,109
327,"KANSAS CITY,MO",74,78,86,93,95,105,107,109,106,95,82,74,109
328,"WINNEMUCCA,NV",68,74,82,90,98,106,109,108,103,94,77,70,109
329,"COLUMBIA,SC",84,84,91,94,101,109,107,107,101,101,90,83,109
330,"NASHVILLE,TN",78,84,86,91,95,109,107,106,105,94,84,79,109
331,"CORPUS CHRISTI,TX",91,97,102,103,103,107,103,107,109,101,98,91,109
332,"HOUSTON,TX",84,91,91,95,99,107,104,109,109,96,89,85,109
333,"SANTA MARIA,CA",89,89,95,103,,96,95,99,105,108,96,90,108
334,"AUGUSTA,GA",83,86,91,96,,106,107,108,102,97,90,83,108
335,"MACON,GA",84,85,90,96,,108,108,105,102,100,88,82,108
336,"DES MOINES,IA",67,73,91,93,,103,106,108,101,95,81,69,108
337,"SIOUX CITY,IA",71,71,91,97,,108,108,104,103,94,82,70,108
338,"LEXINGTON,KY",80,80,86,91,,104,108,105,103,93,83,75,108
339,"PADUCAH,KY",75,78,85,90,,108,107,105,104,93,83,77,108
340,"ROCHESTER,MN",58,63,82,92,106,105,108,100,100,93,77,63,108
341,"BILLINGS,MT",68,72,80,90,95,105,108,105,103,91,77,69,108
342,"GLASGOW,MT",61,71,79,93,102,108,108,108,103,92,79,62,108
343,"LINCOLN,NE",73,77,91,97,100,107,108,107,106,94,85,70,108
344,"RENO,NV",71,75,83,90,97,104,108,105,101,93,77,71,108
345,"NEWARK,NJ",74,76,89,97,99,102,108,105,105,93,85,76,108
346,"EUGENE,OR",68,72,78,86,95,102,106,108,103,94,76,68,108
347,"SALEM,OR",68,72,80,93,100,105,108,108,104,93,74,72,108
348,"MEMPHIS,TN",79,81,86,94,99,104,108,107,103,95,86,81,108
349,"PORT ARTHUR,TX",82,85,89,94,98,104,103,108,105,95,88,84,108
350,"SPOKANE,WA",62,63,72,90,97,105,108,108,98,87,70,60,108
351,"LA CROSSE,WI",57,64,84,93,95,102,108,105,100,93,77,67,108
352,"BIRMINGHAM,AL",81,83,89,92,99,106,107,105,102,94,85,80,107
353,"EVANSVILLE,IN",74,79,84,91,,107,107,104,103,94,83,77,107
354,"LAKE CHARLES,LA",82,83,90,95,,103,102,107,105,94,87,82,107
355,"JACKSON,MS",83,85,89,94,99,105,106,107,104,96,88,84,107
356,"MERIDIAN,MS",83,85,90,95,99,104,107,106,105,97,87,84,107
357,"TUPELO,MS",80,84,88,93,98,106,105,107,104,95,87,79,107
358,"MISSOULA,MT",59,66,78,87,95,102,107,105,99,85,73,60,107
359,"ELKO,NV",65,70,78,87,97,104,107,107,99,92,83,65,107
360,"ALBUQUERQUE,NM",69,76,85,89,98,107,105,101,100,91,77,72,107
361,"BURNS,OR",57,64,76,84,94,102,107,102,97,91,71,57,107
362,"PORTLAND,OR",66,71,80,90,100,102,107,107,105,92,73,65,107
363,"GREENVILLE-SPARTANBURG,SC",79,81,89,93,97,105,107,105,98,92,85,79,107
364,"CHATTANOOGA,TN",78,79,88,93,99,107,107,105,102,94,84,78,107
365,"SALT LAKE CITY,UT",63,69,80,89,99,105,107,106,100,89,75,69,107
366,"SHERIDAN,WY",70,76,80,86,95,105,107,106,103,93,81,72,107
367,"HUNTSVILLE,AL",77,83,88,92,96,106,105,105,101,91,84,79,106
368,"MONTGOMERY,AL",83,85,89,94,98,105,105,106,101,100,88,85,106
369,"GRAND JUNCTION,CO",62,70,81,89,,105,106,103,100,88,76,66,106
370,"PENSACOLA,FL",81,82,87,96,,102,106,104,98,95,87,81,106
371,"ATLANTA,GA",79,80,89,93,,106,105,104,99,95,84,79,106
372,"COLUMBUS,GA",83,83,89,94,,106,105,104,100,96,86,82,106
373,"FORT WAYNE,IN",69,73,87,88,,106,103,101,101,90,79,71,106
374,"LOUISVILLE,KY",77,77,86,91,,105,106,105,104,93,84,76,106
375,"BALTIMORE,MD",75,79,89,94,,103,106,105,100,99,86,77,106
376,"ALPENA,MI",62,65,87,90,,104,106,102,99,90,77,65,106
377,"GREAT FALLS,MT",67,70,78,89,93,101,105,106,98,91,76,69,106
378,"ATLANTIC CITY,NJ",78,75,87,94,99,106,105,103,99,90,81,77,106
379,"FARGO,ND",55,66,78,100,98,100,106,106,102,97,74,57,106
380,"BROWNSVILLE,TX",93,94,106,102,102,103,104,105,105,99,98,94,106
381,"MOBILE,AL",84,84,89,94,100,103,104,105,99,93,87,81,105
382,"WASHINGTON DULLES,DC",75,79,89,93,,102,105,104,99,94,84,79,105
383,"WASHINGTON NAT'L,DC",79,82,89,95,,104,105,105,101,94,86,79,105
384,"JACKSONVILLE,FL",85,88,91,95,,103,105,102,100,96,89,85,105
385,"TALLAHASSEE,FL",83,89,91,95,,105,103,103,99,94,89,84,105
386,"SAVANNAH,GA",84,86,91,95,,104,105,104,98,97,89,83,105
387,"PEORIA,IL",70,72,86,92,,105,104,103,100,93,81,71,105
388,"ROCKFORD,IL",63,70,85,91,,101,105,104,102,90,76,69,105
389,"INDIANAPOLIS,IN",71,76,85,89,,104,105,102,100,91,81,74,105
390,"WATERLOO,IA",65,66,87,100,,103,105,105,99,95,80,67,105
391,"BATON ROUGE,LA",85,87,91,93,,103,102,105,104,97,89,85,105
392,"MINNEAPOLIS-ST.PAUL,MN",58,61,83,95,98,103,105,102,98,90,77,68,105
393,"HELENA,MT",63,69,78,86,93,103,105,105,99,87,75,65,105
394,"KALISPELL,MT",56,64,73,85,95,102,104,105,99,86,69,58,105
395,"CLAYTON,NM",80,83,87,92,99,105,105,102,99,93,86,83,105
396,"RALEIGH,NC",80,84,92,95,97,105,105,105,104,98,88,81,105
397,"ALLENTOWN,PA",72,76,87,93,97,100,105,100,99,90,81,72,105
398,"KNOXVILLE,TN",77,83,88,93,96,105,105,102,103,92,84,80,105
399,"OAK RIDGE,TN",76,79,87,92,94,104,105,103,102,90,85,78,105
400,"NORFOLK,VA",80,82,88,97,100,101,105,104,99,95,86,82,105
401,"RICHMOND,VA",81,82,91,96,100,104,105,104,103,99,86,81,105
402,"ROANOKE,VA",79,80,87,95,96,104,104,105,101,93,83,80,105
403,"DENVER,CO",74,76,84,90,,104,104,102,97,89,81,75,104
404,"POCATELLO,ID",60,65,75,86,,103,104,104,98,91,75,64,104
405,"CHICAGO,IL",65,72,88,91,,104,104,101,99,91,78,71,104
406,"MOLINE,IL",69,71,88,93,,104,104,103,99,95,80,71,104
407,"JACKSON,KY",78,79,87,92,,104,101,101,96,89,82,79,104
408,"DETROIT,MI",64,70,86,89,95,104,102,100,98,91,77,69,104
409,"GRAND RAPIDS,MI",63,69,87,88,92,98,104,100,94,88,77,69,104
410,"CHARLOTTE,NC",79,82,90,93,100,104,104,104,104,98,85,80,104
411,"WILMINGTON,NC",82,85,89,95,98,104,102,103,98,95,87,82,104
412,"GRAND FORKS,ND",52,67,80,100,101,100,104,104,103,92,75,56,104
413,"CINCINNATI,OH",74,75,84,89,93,102,104,102,102,91,81,75,104
414,"CLEVELAND,OH",73,74,83,88,92,104,103,102,101,90,82,77,104
415,"COLUMBUS,OH",74,75,85,89,93,101,104,101,100,91,80,76,104
416,"TOLEDO,OH",66,71,85,88,96,104,104,99,98,91,80,70,104
417,"PHILADELPHIA,PA",74,74,86,95,97,100,104,101,100,89,84,73,104
418,"PROVIDENCE,RI",69,72,85,98,96,97,102,104,100,88,81,77,104
419,"CHARLESTON,SC",82,83,94,94,99,104,103,103,100,95,87,81,104
420,"GALVESTON,TX",87,81,87,95,93,100,98,100,104,92,84,80,104
421,"OLYMPIA,WA",64,73,79,87,96,98,104,104,98,90,74,64,104
422,"CHARLESTON,WV",79,79,89,94,94,103,104,104,102,93,85,80,104
423,"HUNTINGTON,WV",78,79,87,92,93,103,104,103,98,93,83,80,104
424,"GREEN BAY,WI",56,61,82,89,99,101,104,100,97,88,74,64,104
425,"MADISON,WI",62,64,83,94,94,101,104,102,99,90,77,65,104
426,"CASPER,WY",60,68,77,84,95,102,104,102,97,87,72,63,104
427,"SAN FRANCISCO,CA",79,81,87,94,,103,95,98,101,102,86,76,103
428,"SANTA BARBARA,CA",86,86,94,96,,98,97,98,103,103,97,89,103
429,"BRIDGEPORT,CT",68,67,84,91,,97,103,100,99,89,78,76,103
430,"HARTFORD,CT",72,73,89,96,,101,103,102,101,91,83,76,103
431,"WILMINGTON,DE",75,78,86,94,,100,103,101,100,91,85,75,103
432,"FORT MYERS,FL",88,92,94,96,,103,101,100,98,95,95,90,103
433,"GAINESVILLE,FL",84,88,90,96,,103,99,100,97,93,91,85,103
434,"PORTLAND,ME",67,64,88,92,,98,100,103,95,88,74,71,103
435,"BOSTON,MA",72,70,89,94,,100,103,102,100,90,83,76,103
436,"HOUGHTON LAKE,MI",54,59,85,86,90,103,98,96,92,85,72,64,103
437,"LANSING,MI",66,69,86,86,94,99,103,100,97,89,79,69,103
438,"INTERNATIONAL FALLS,MN",49,58,79,93,95,101,103,96,96,88,73,56,103
439,"SAINT CLOUD,MN",56,57,79,96,98,102,103,103,98,90,75,64,103
440,"GREENSBORO-WNSTN-SALM-HGHPT,NC",78,81,90,94,98,102,102,103,100,95,85,78,103
441,"YOUNGSTOWN,OH",71,73,82,90,95,99,103,97,99,88,80,76,103
442,"MIDDLETOWN/HARRISBURG,PA",75,78,87,93,96,101,103,102,101,91,82,75,103
443,"PITTSBURGH,PA",75,76,83,89,91,98,103,100,97,89,82,74,103
444,"WILLIAMSPORT,PA",69,71,87,94,96,102,103,100,102,91,83,70,103
445,"BRISTOL-JHNSN CTY-KNGSPRT,TN",79,80,85,90,94,103,102,101,100,91,81,78,103
446,"LYNCHBURG,VA",80,79,87,94,93,103,103,102,101,93,83,79,103
447,"SEATTLE,WA",64,70,78,85,93,96,103,99,98,89,74,66,103
448,"MILWAUKEE,WI",63,68,84,91,93,101,103,103,98,89,77,68,103
449,"DAYTONA BEACH,FL",92,89,92,96,,102,102,101,99,95,90,88,102
450,"VERO BEACH,FL",88,89,93,95,,102,99,98,97,94,92,87,102
451,"NEW ORLEANS,LA",83,85,89,92,,101,101,102,101,94,87,84,102
452,"CONCORD,NH",69,67,89,95,97,98,102,101,98,90,80,73,102
453,"ISLIP,NY",69,67,82,94,98,96,102,100,93,88,78,77,102
454,"ROCHESTER,NY",74,73,84,93,94,100,102,99,99,91,81,72,102
455,"DAYTON,OH",71,73,86,89,93,102,102,102,101,89,79,72,102
456,"WALLOPS ISLAND,VA",79,79,86,93,97,100,102,100,96,91,82,78,102
457,"COLORADO SPRINGS,CO",73,76,81,87,,101,100,99,94,87,78,77,101
458,"ORLANDO,FL",87,89,92,95,,100,101,100,98,95,91,90,101
459,"WEST PALM BEACH,FL",89,90,95,99,,98,101,99,96,95,91,90,101
460,"DUBUQUE,IA",60,66,85,93,,100,101,100,97,90,75,67,101
461,"BLUE HILL,MA",68,68,89,94,,99,100,101,99,88,81,74,101
462,"FLINT,MI",65,68,86,87,93,101,101,98,97,89,80,70,101
463,"ELY,NV",68,67,76,83,95,99,101,97,93,86,78,67,101
464,"SYRACUSE,NY",70,69,87,92,96,98,101,101,98,87,81,72,101
465,"ASHEVILLE,NC",80,79,83,89,93,99,101,100,98,88,81,81,101
466,"AKRON,OH",70,72,83,88,93,100,101,98,99,86,80,76,101
467,"MANSFIELD,OH",69,71,84,86,92,101,100,97,97,87,78,73,101
468,"AVOCA,PA",67,73,85,93,93,97,101,98,101,88,80,71,101
469,"BURLINGTON,VT",66,62,84,91,93,100,100,101,98,85,75,68,101
470,"LANDER,WY",63,68,76,83,93,100,101,101,95,86,70,64,101
471,"ALBANY,NY",71,68,89,93,94,99,100,99,100,91,82,72,100
472,"ERIE,PA",72,75,82,89,90,100,99,94,99,88,81,75,100
473,"CHEYENNE,WY",70,71,76,83,91,100,100,98,95,84,75,69,100
474,"FLAGSTAFF,AZ",66,71,73,83,93,96,99,95,90,85,74,68,99
475,"TAMPA,FL",86,88,91,93,,99,98,98,96,95,92,86,99
476,"WORCESTER,MA",67,67,84,91,,98,96,98,99,85,79,72,99
477,"MUSKEGON,MI",63,67,82,86,93,98,99,99,95,86,76,66,99
478,"BUFFALO,NY",72,71,82,94,91,96,97,99,98,87,80,74,99
479,"QUILLAYUTE,WA",69,73,73,84,92,94,97,99,97,83,69,64,99
480,"ELKINS,WV",76,77,86,89,93,96,99,95,97,87,82,76,99
481,"MIAMI,FL",88,89,93,96,,98,98,98,97,95,91,89,98
482,"SAULT STE. MARIE,MI",47,49,83,85,89,93,97,98,95,81,74,62,98
483,"BINGHAMTON,NY",63,66,82,89,89,94,98,95,96,85,77,65,98
484,"POHNPEI- CAROLINE IS.,PC",94,96,94,94,94,94,95,97,96,95,98,95,98
485,"SAN JUAN,PR",92,96,96,97,96,97,95,97,97,98,96,94,98
486,"GULKANA,AK",52,46,53,70,85,90,97,88,76,69,48,49,97
487,"BLUE CANYON,CA",76,73,72,82,88,92,95,97,93,88,78,75,97
488,"KAHULUI,HI",90,89,90,91,,94,95,97,96,96,93,90,97
489,"DULUTH,MN",48,55,75,88,90,94,97,95,95,86,71,55,97
490,"SEXTON SUMMIT,OR",66,67,74,81,91,95,96,97,97,88,77,66,97
491,KWAJALEIN- MARSHALL,91,92,91,92,93,92,94,95,93,97,92,91,97
492,"YAP- W CAROLINE IS.,PC",94,96,93,96,96,97,94,95,96,96,94,94,97
493,"FAIRBANKS,AK",52,50,56,76,90,96,94,93,84,72,54,58,96
494,"TALKEETNA,AK",47,52,55,77,87,96,90,89,78,68,52,49,96
495,"ALAMOSA,CO",62,66,76,80,,95,96,91,87,81,71,62,96
496,"CARIBOU,ME",53,59,75,86,,96,95,95,92,82,68,58,96
497,"CAPE HATTERAS,NC",75,76,81,89,91,95,96,94,92,89,81,78,96
498,"BECKLEY,WV",73,74,82,86,89,96,94,96,93,86,79,74,96
499,"MAJURO- MARSHALL IS,PC",92,91,90,90,90,92,96,91,90,91,92,91,96
500,"PAGO PAGO- AMER SAMOA,PC",95,96,95,95,93,95,91,92,92,94,95,94,96
501,"CHUUK- E. CAROLINE IS.,PC",94,95,96,94,93,93,92,96,93,92,91,93,96
502,"KEY WEST,FL",86,85,88,90,,94,95,95,95,93,89,88,95
503,"HONOLULU,HI",88,88,89,91,,92,94,93,95,94,93,89,95
504,"ASTORIA,OR",67,72,73,84,86,87,90,92,95,85,73,64,95
505,"GUAM,PC",90,90,92,93,93,94,94,92,95,91,91,91,95
506,"KOROR,PC",93,93,94,94,94,95,93,94,92,93,93,94,95
507,"MCGRATH,AK",54,55,55,68,86,94,89,89,76,67,50,49,94
508,"HILO,HI",92,92,93,89,,90,91,93,93,91,94,93,94
509,"ANNETTE,AK",61,65,64,82,88,93,90,90,82,71,67,62,93
510,"BETTLES,AK",42,40,49,66,86,92,93,88,79,57,45,38,93
511,"BIG DELTA,AK",54,51,58,72,90,92,91,90,79,74,52,55,92
512,"LIHUE,HI",86,89,88,88,,89,89,90,90,91,89,87,91
513,"BETHEL,AK",49,51,53,63,80,90,86,87,76,65,60,49,90
514,"JUNEAU,AK",60,57,61,74,80,86,90,84,78,61,56,54,90
515,"VALDEZ,AK",55,59,57,69,79,90,85,83,74,69,59,54,90
516,"KING SALMON,AK",53,57,56,69,85,88,86,84,74,67,56,54,88
517,"YAKUTAT,AK",58,56,59,71,80,87,85,84,77,63,59,52,87
518,"KODIAK,AK",54,56,57,69,80,86,82,83,73,62,59,56,86
519,"NOME,AK",51,48,44,60,78,86,86,83,71,59,50,43,86
520,"ANCHORAGE,AK",50,49,51,69,77,85,84,82,73,64,54,48,85
521,"KOTZEBUE,AK",40,40,41,48,74,85,85,80,69,57,40,37,85
522,"HOMER,AK",57,53,54,65,71,80,81,78,69,64,58,52,81
523,"BARROW,AK",36,36,34,42,47,72,79,76,62,43,39,34,79
524,"COLD BAY,AK",51,50,56,58,68,72,77,75,70,69,59,54,77
525,"MT. WASHINGTON,NH",48,43,55,60,66,72,71,72,69,62,52,47,72
526,"ST. PAUL ISLAND,AK",44,42,50,49,59,62,65,66,61,53,48,44,66
